,상품명,리뷰,구매자 평점
39883,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",가격 대비 음질 기능 좋다 디자인 예쁘다 사용 무선 이어폰 분실 좋다 기회 생기다 선택 되다 ^^ 디자인 블랙 색상 깔끔 심플 하다 예쁘다 사람 취향 차이 있다 개인적 케이스 무광 너무 예쁘다 마음 들다 착용감 다른 사람 비하다 귀 작다 편 오래 착용 있다 살짝 아프다 느낌 하지만 일반적 사람 괜찮다 같다 음질 통화 선명 하다 목소리 상대방 목소리 잘 들리다 너무 좋다 그리고 이어폰 길다 터치 때 주변 소리 감지 기능 있다 개인적 어리다 아이 키우다 엄마 듣다 소리 들다 주변 소리 감지 아이 위험 때 아이 소통 때 너무 좋다 물론 아이 없다 때 주변 소리 감지 기능 끄다 듣다 가격 대비 음질 나쁘다 소리 집중 듣다 있다 너무 좋다 ^^ 기타 사항 설명서 데블 루 투스 페어 링 연결 쉽다 사용 방법 간단 좋다 충전 많이 쓰다 타입 편하다 운동 때 비다 날 생활 방수 되다 점도 크다 장점 같다 ^^ 고가 이어폰 음질 비교 하기는 다소 무리 있다 가격 하다 품질 가성 비 좋다 생각 물건 잘 잃어버리다 성격 솔직히 분실 부담 없다 가격대 가장 마음 들다 ㅎㅎ 쿠 팡 체험단 이벤트 상품 무료 제공 받다 작성 하다 구매 후기,1
39884,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",기계적 컨셉 디자인 좋아하다 이 펜톤 무선 이어폰 비싸다 기능적 부족 없다 이어폰 디자인 블랙 각진 기계적 컨셉 펜톤 필기체 삽입 되다 스타일 디자인 착용감 그렇게 막 좋다 묵직 안정감 느낌 주다 이어 캡 주다 하지만 편하다 느낌 이어 캡 사람 호불호 갈리다 같다 생각 블루 투스 연결 어렵다 그냥 충전 되다 상태 꺼내다 귀 꽂다 다음 블루 투스 설정 들어가다 연결 하다 끝 충전 케이블 따로 주다 하지만 충전기 없다 때 음질 뛰어나다 하다 없다 같다 나쁘다 착용 휴대 편리 점 생각 이 정도 충분히 괜찮다 수준 케이스 충전 하다 제대로 하다 며칠 그냥 쓸다 수 정도 배터리 오래가다 편입 다른 여느 무선 이어폰 터치 하다 전화 끊다 음악 재생 조정하 다 가능 터치 조작 방법 알다 무선 이어폰 편리 함 더 느끼다 자세 조작 방법 설명서 참고 하다 되다 하지만 터치 조작 대하다 반응 빠르다 같다 약간 딜레이 있다 어색 감 케이스 작다 편 휴대 뛰어나다 또 심플 한데 부드럽다 느낌 표면 마음 들다 디자인 색상 검정 색 마음 그 가성 비 좋다 무선 이어폰 사이 너무 비싸다 고민 되다 이 펜톤 무선 이어폰 대체 삼다 충분히 괜찮다 같다 오히려 더 합리적 있다 생각 쿠 팡 체험단 이벤트 상품 무료 제공 받다 작성 하다 구매 후기,1
39885,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",펜톤 블루 투스 이어폰 모델명 품다 벌다 블랙 계열 노이즈 캔 슬링 최대 시간 시간 무섭다 쿠 팡 봉지 안 넣다 배송 자그마하다 상자 들다 있다 고포 잘 되다 배송 상자 고급 희다 비닐 벗기다 까맣다 이어폰 케이스 들다 케이스 너무 깔끔 이쁘다 그리고 엄청 가볍다 놀라다 케이스 안 귀엽다 이어폰 가 들다 있다 충천 선 이어 팁 들다 처음 사용 이해 쉽다 설명서 들다 있다 휴대폰 연결 어렵다 페어 링 하다 이렇게 쉽다 ^^ 펜톤 블루 투스 방수 기능 전자파 안전 인증서 있다 고주 변소 감지기 능 있다 음악 듣다 주변 소리 듣다 있다 좋다 재생 시간 한번 충전 시간 사용 있다 고 케이스 앞쪽 점등 꽉 차다 충전 디자인 고급 이쁘다 마음 들다 ^^ 음악 제일 처음 들다 음질 좋다 끊기다 현상 없다 딸 아이 선물 너무너무 좋아하다 만족 하다 저렴 가격 좋다 물건 판매 되다 너무 좋다 잘 사용 ^^ 쿠 팡 체험단 이벤트 상품 무료 제공 받다 작성 하다 구매 후기,1
39886,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",괜찮다 음질 디자인 그러나 터치 부분 주의 필요 비슷 디자인 케이스 특히 마음 들다 무광 스웨이드 느낌 넘나다 예쁘다 실사 후기 고고 제품 디자인 비슷 디자인 충전 케이블 USB 단자 케이블 선 짧다 충전 단자 케이스 뒷면 충전 케이스 앞면 있다 이어폰 빨간색 충전 바둑알 이어폰 사이즈 콩나물 이어폰 손잡이 없다 아쉬움 왼쪽 오른쪽 바꾸다 끼우다 잘 들어가다 케이스 각 있다 세우다 있다 제품 기능 갤럭시 아이패드 노트북 데스크탑 모두 연결 되다 케이스 뚜 컹 열다 양쪽 이어폰 모두 케이스 꺼내다 페어 링 되다 양쪽 이어폰 파란불 빛 띄다 페어 링 완료 되다 상태 이어폰 전원 페어 링 완료 한국어 안내 나오다 최대 음량 시 엄청 크다 잘 들리다 만족 음량 음질 그럭저럭 괜찮다 듯 자체 노이즈 캔 슬링 주변 소리 잘 알다 들리다 귀 먹먹 정도 버튼 조작 기능 꽤 흥미 로 세 터치 시 음량 조절 가능 반응 한 템포 느리다 터치 버튼 조작 잘 인식하 편 노래 듣다 케이스 한쪽 넣다 노래 끊기다 없다 케이스 다시 빼다 노래 잠시 끊기다 재생 되다 케이스 양쪽 넣다 뚜껑 닫다 노래 재생 되다 아쉽다 점 주변 소리 감지기 능 켜다 지지직 노이즈 함께 들리다 대화 주변 소음 소리 녹음 본처 럼 들리다 손바닥 소리 스파크 생기다 소리 탁탁 들리다 그냥 감지기 능 안 켜다 귓구멍 작다 자꾸 이어폰 빠지다 가끔 꾹꾹 누르다 계속 터치 되다 ㅠㅠ 최대한 측면 잡다 아야 하다 적응 필요 전체적 음량 음질 다양 하다 조작 기능 만족 쿠 팡 체험단 이벤트 상품 무료 제공 받다 작성 하다 구매 후기,1
39887,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",아이폰 유저 같다 브랜드 이어폰 가격 상당 배터리 교체 안 되다 게다가 가격 면 부담 크다 다른 브랜드 중저가 이어폰 애용 있다 가지다 이어폰 에단 열다 베스트 음질 좋다 한번 충전 오랜 재생 시간 특히 통화 품질 좋다 마음 들다 다른 중저가 이어폰 듣다 주변 소리 목소리 묻히다 통화 음질 좋다 통화 해보다 주변 소음 차단 되다 어서 통화 음질 아주 깨끗 깔끔 들려다 서다 아주 아주 만족 부분 끈 김 없이 깨끗 맑다 음질 과 간단 하다 사용 방법 편리 좋다 이어폰 거의 음악 듣다 용도 사용 하다 여러 좋다 기능 보완 되다 탑재 되다 다니다 다방면 이어폰 기능 사용 하다 특히 손 여유 때 이어폰 통화 기능 빛 발휘 같다 테스트 하다 이어폰 잠깐 통화 해보다 주변 소음 차단 되다 고기 졸다 사용 이어폰 통화 품질 아주 통화 기능 사용 익숙 통 품질 전 사용 이어폰 하늘 땅 차이다 이제 양손 자유롭다 통화 기능 을사 용 하다 같다 사용법 간단 오랜 지속 시간 빵빵 하다 사운드 고품질 통화 음량 부담 없다 가격 아주 만족 블루 투스 이어폰 쿠 팡 체험단 이벤트 상품 무료 제공 받다 작성 하다 구매 후기,1
39888,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",구입 하다 상품 펜톤 블루 투스 이어폰 블랙 구매 날짜 배송 날짜 새벽 배송 및 포장 상태 로켓 와우 비닐 겉 포장 박스 포장 실제 만족도 추천 유무 추천 쿠 팡 체험단 이벤트 우선 얼마 전 전라도 폭설 인하다 도로 재 설 작업 다 되다 곳곳 블랙 아이스 고생 골목 아직 재다 서다 안되다 곳 태반 빙판길 최악 상황 이런 상황 인 불구 제품 파손 없이 안전 빠르다 배송 감사 인사 전하다 기존 사용 이어폰 오래 되다 간혹 에러 뜨다 배터리 수명 다 되다 같다 새 구매 생각하다 때마침 이어폰 있다 선택 되다 펜톤 회사 처음 알다 되다 검색 해보다 블루 투스 이어폰 포함 마이크 스피커 많다 상품 있다 디자인 이쁘다 가격 나쁘다 구경한 해보다 시 추천 드리다 제품 구성 케이스 이어폰 이어 팁 타입 충전 케이블 제품 설명 서로 되다 기능 여러 많다 기능 탑재 되다 으 눈 들어오다 가다 알리다 드릴 지원 되다 완충 후 최대 시간 연속 재생 되다 장점 인 같다 구 주다 변소 감지 기능 처음 신기다 하다 같다 실제 사용 해보다 노래 듣다 주변 마이크 켜다 주변 소리 들리다 또 방수 기능 있다 생활 방수 해결 되다 보이다 좌 우 독립 하다 작동 되다 장점 이구 최 대거 너무 마음 들다 실제 사용 해보다 더 가능 하다 같다 단 차단 벽 통신 장애물 있다 끊다 기다 점 무게 경량 초소형 휴대 부담 없다 좋다 전자파 및 안전 인증 믿음 가 안전 사용 설명서 한글 영어 버전 되다 있다 누다 쉽다 이해하다 있다 그림 과 설명 되다 있다 좋다 블루 투스 연결 쉽다 가능 믿다 혹시나 하다 마음 알리다 아주 간단 핸드폰 블루 투스 기능 활성화 이어폰 전원 핸드폰 블루 투스 목록 연결 가능 기기 클릭 및 등록 하다 끝 간단 하다 ^^ 착용감 귀 꽉 끼이다 안착 되다 같다 달리다 해보다 흘러내리다 빠지다 같다 사이즈 좀 있다 아이 사용 쉽다 같다 음질 준수 하다 노래다 중저음 아주 좋다 단 볼륨 크다 들다 고음 부분 찢어지다 소리 통화 품질 준수 하다 상대방 만족 유광 블랙 굉장히 고급 너무 이쁘다 점 라 하다 좀 그렇지만 좋다 각진 디자인 그렇다 모르다 케이스 빼다 때 계속 미끌리다 그리다 터치 장히 민감 점 참고 하다 저 리뷰 항상 많다 도움 받다 오다 소중 나다 돈 주다 쇼핑 허투루 쓰다 안되다 ㅠ ㅠ 그래서 조금 도움 되다 바램 시간 투자 열심히 숨김없다 리뷰 작성 되다 많다 도움 되다 길다 바래다 클릭 도움 되다 클릭 클릭 리뷰 어에 크다 힘 되다 행복 하다 하루 되다 ^^ 쿠 팡 체험단 이벤트 상품 무료 제공 받다 작성 하다 구매 후기,1
39889,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",,0
39890,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",무선 이어폰 입문 초보 쓰기 쉽다 에 무선 이어폰 처음 입문 초보 ㅎ 전문적 지식 그렇다 잘 모르다 사실 무선 이어폰 쓸다 때 없다 별로 필요 없다 여근 자기전 듣기 시작 하다 휴대폰 사면 유선 이어폰 걍 듣다 스피커 듣다 이어폰 듣다 잠 느낌 들다 유선 이어폰 고장 버리다 끈 떨어지다 ㅠ ㅁ ㅠ 새 사다 요즘 무선 이어폰 다 나오다 검색 겁나다 하다 ㅋㅋ 쿠 팡 마음 알다 보다 ㅋㅋ 땋다 ㅎ ㅅ ㅎ 처음 써보다 일단 설명서 꼼꼼히 읽다 휴대폰 블루 투스 켜다 이어폰 연결 이어폰 통 꺼내다 페어 링 띠다 리 링 바로 되다 귓구멍 작다 딱 들어가다 장시간 끼다 아 근데 자기전 끼다 시간 정도 사용 까 일어나다 이어폰 귓구멍 빠지다 팽 겨 ㅎ 이어폰 꼽다 틀다 무선 이어폰 음량 이렇게 좋다 ㅇ ㅅ ㅇ 와 파도 소리 들다 바로 바닷가 앞 비다 소리 듣다 진짜 비다 오다 알다 푹 자다 습 ㅋㅋ 유선 이어폰 듣다 때 그냥 저냥 그렇게 현장감 없다 바로 그 장소 있다 뇌 착각 오다 ㅋㅋ ㅋ 햐 너무 좋다 차 더 비싸다 당연히 더 좋다 아주 만족 합 설명 읽다 쓰다 사용 아주 쉽다 터치 터치 감도 나쁘다 하다 음량 조절 음악 앞뒤 로 가다 초보 처음 쓰기 괜찮다 같다 집 충전기 머리 쓰이다 숫자 확인 꼭 하세 여고 속다 충전기 충전 하다 고장 날수 있다 쿠 팡 체험단 이벤트 상품 무료 제공 받다 작성 하다 구매 후기,1
39891,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",너무 만족 이번 체험 상품 펜톤 블루 투스 이어폰 블랙 색상 사실 이어폰 처음 써보다 달리 비교 없다 그냥 사용 소감 적다 가정주부 그다지 필요 못 느끼다 요즘 날씨 시원 하다 마스크 쓰다 운동 산책 숨 많이 차다 조깅 시작 하다 이 펜톤 블루 투스 아주 크다 도움 되다 같다 이어폰 스피커 이런 제품 잘 알다 못하다 자세 설명 못하다 우선 충전 없이 최대 시간 사용 가능 완전 방수 스테레오 양쪽 들리다 원음 가깝다 고음 사운드 듣다 있다 그리고 전자파 인증서 안전 인증 서다 받다 믿다 제품 이 펜톤 블루 투스 이어폰 사진 예쁘다 실물 더 예쁘다 충전 케이스 매트 하다 검정 고급 스러워다 보이다 처음 사용 걱정 설명서 아주 쉽다 바로 블루 투스 연결 이어폰 테스트 사용 안 걸리다 같다 설명서 다르다 처음 이어폰 페어 링 왼쪽 파란색 붉은색 불 번갈다 깜빡 인다 전 다 파란색 깜빡 안되다 알다 그냥 바로 되다 음질 흔히 이야기 좋다 이어폰 귀 잡음 없다 그런 정도 나쁘다 터치 작동 너무 쉽다 아이 손쉽다 사용 사용 후 케이스 넣다 때 자석 식 잘 붙다 좋다 여러 벌다 테스트 해보다 터치 끄다 킬 때 가끔 오른쪽 연결 안 되다 때 있다 설명서 충전 케이스 오른쪽 넣다 빼다 연결 다시 되다 그리고 케이스 넣다 때 자석 식 잘 들다 가다 충전 단자 바로 안 접속 되다 불 알다 들어오다 때 가끔 있다 툭 치다 불 들어오다 자석 식 그런 같다 넣다 때 불빛 잘 보다 이어폰 귀 아프다 많다 아직 거슬리다 아 프다 건 없다 조금 크다 눈 좀 띄다 하다 디자인 예쁘다 괜찮다 보이다 디자인 마음 들다 오래오래 쓰다 전자 제품 복 불복 좋다 상품 뽑다 은거 좋다 쿠 팡 체험단 이벤트 상품 무료 제공 받다 작성 하다 구매 후기,1
39892,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",블랙 깔끔 블루 투스 이어폰 제품 펜톤 블루 투스 이어폰 블랙 직장 생활 하다 통화 일 참다 많다 하루 업무 하다 통화 통 이상 하도 폰 들다 손 아프다 스피커 폰 하다 때 있다 옆 사람 피하다 고마 치다 필요 블루 투스 이어폰 안드로이드 폰 쓰다 에어 쓰기 좀 그래서 선택 하다 펜톤 블루 투스 이어폰 ㅎㅎ 일단 유광 블랙 이쁘다 그리고 폰 블랙 꼭 세트 느낌 ㅋㅋ 와이프 애 에어 쓰다 있다 솔직히 가격 장난 자다 솔직히 애 이 귀 꽃 때 더 편하다 다른 기능 더 있다 사실 하지만 너무 부담 되다 가격 그래서 가성 비 찾다 구매 되다 음질 생각 너무 좋다 착용감 ㅠㅠ 오래 끼다 좀 귀 안 아 파다 그리다 너무 장시간 사용 제대로 청소 귀 안 염증 발생 있다 꼭 청결 유지 하세 ㅎㅎ 오랫동안 착용 전화 좀 긷다 같다 때 착용 업무 하다 이리저리 돌다 댕기다 때 현장 나가다 때 손 물건 들다 때 이럴 때 너무 편하다 그리고 터치 버튼 기능 있다 이런 부분 정말 편하다 좋다 어용 부담 없이 쓸다 가격 이퀄 티 만족 쓸다 같다 쿠 팡 체험단 이벤트 상품 무료 제공 받다 작성 하다 구매 후기,1
39893,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",무선 이어폰 쓰다 남편 걷다 다니다 이어폰 따로 없다 쿠 팡 체험단 기회 있다 선택 되다 일단 케이스 비닐 같다 밀봉 되다 비닐 뜯다 이어폰 케이스 또 비닐 포장 되다 있다 되다 좋다 충전 케이스 이어폰 빼다 충전 단자 비닐 스티커 붙이다 있다 걸다 떼다 충전 하다 해 폰 자체 충전 아예 안되다 케이스 충전 만땅 되다 같다 비닐 스티커 떼다 충전 하다 케이스 단계 불다 들어오다 충전 되다 한 꺼지다 충전 잘 되다 구 요 케이스 충전 타입 지금 쓰다 휴대폰 충전 점 매우 좋다 예전 쓰다 위아래 다른 타입 충전기 아무래도 충전 단자 휴대폰 과 더불다 타입 충전기 쓰다 하다 불편 점 매우 좋다 음질 현재 쓰다 고 있다 비교 해보다 무선 이어폰 거의 음악 만 듣다 고 있다 음질 매우 비슷 솔직히 좀 놀라다 이어폰 펜톤 이어폰 요 비싸다 더 좋다 생각 깨다 부셔 주다 ㅋㅋ 음질 매우 좋다 노이즈 캔 슬링 되다 상세 정보 못 보다 이어폰 끼다 노래다 트다 깐 재잘재잘 아이 뜨다 들다 소리 알다 들리다 아이 입 뻐끔뻐끔 하다 있다 고요 속의 외침 요 ㅋㅋ 우와 가 노이즈 캔 다니다 브라보 기타 기능 음질 만족 상세 방수 완충 이어폰 시간 사용 가능 케이스 이어폰 풀다 충전 하다 주변 소리 가능 진짜 비교 때 딸리다 없다 너무 놀라다 남편 쓰다 이어폰 끄다 남편 주다 써 되다 진짜 가격 이성 능 너무너무 너무 마음 들다 쿠 팡 체험단 이벤트 상품 무료 제공 받다 작성 하다 구매 후기,1
39894,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",가성 비다 좋다 제품 상품명 펜톤 블루 투스 이어폰 구매 화요일 배송 완료 금요일 쿠 팡 별점 부분 가격 제품 별점 부분 아래 글 내가다 직접 나다 돈 살다 물건 직접 사용 해보다 솔직 적 후기 도움 되다 바라다 적다 우선 현재 작성일 기준 사용 하다 달이다 지나다 작성 참고 하다 바라다 폰 갤럭시 여름 달 대략 월 정도 외근 근무 하다 되다 엇 회사 사무실 주로 회사 전화기 일반전화 사용 불편 함 못 느끼다 외근 현장 일하다 전화 오다 때 전화기 꺼내다 전화 받다 너무 불편 그렇다 비싸다 시리즈 사려 다 가 월정 쓰다 다시 사무실 들어가다 필요 없다 같다 가성 비 좋다 찾아보다 자다 하다 찾다 제품 현장 외근 분 추천 장점 아이폰 갤럭시 호환 되다 타입 포트 핸드폰 충전기 사용 해도 되다 볼륨 및 이전 다음 곡 설정 하다 하다 최신 블루 투수 탑재 되다 충전 없이 최대 시간 연속 재생 가능 수준 고음 구현 되다 단단 고음 전하다 왜곡 없이 원음 가깝다 고음 사운드 들려다 가성 비다 좋다 제품,1
39895,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",가격 음질 디자인 생각하다 펜톤 추천 나다 돈 살다 제품 구매 솔직 후기 제품 스펙 색상 계열 블랙 계열 슬링 여부 노이즈 캔 슬링 포함 최대 시간 시간 무섭다 여부 무선 유닛 형태 널다 형 품다 가격 안녕 하다 오늘 남자 친구 선물 구매 되다 펜톤 블루 투스 제품 리뷰 하다 하다 기존 남자 친구 업무 사용 하다 그렇게 비싸다 제품 알다 그러다 이번 기존 제품 망가지다 하다 운동 때 쓰다 겟다 블루 투스 이어폰 찾다 구 요 그러다 폭풍 검색 일단 이 제품 고르다 이유 남자 친구 워낙 블랙 색상 좋아하다 요 실물 받다 케이스 무광 이어폰 유광 색상 참 고급 구 요 또 아이폰 모든 제품 호환 되다 노이즈 캔 슬링 되다 운동 작업 집중 잘 되다 제품 지금 옆 듣다 음질 기존 쓰다 제품 차이 많이 좋아하다 ㅎ ㅎ 물론 그런 제품 많다 이 제품 디자인 가격 생각 아주 적합 하다 제품 생각하다 요 또 최신 블루 투스 제품 그렇다 전력 소모 낮다 충전 없이 오랜 시간 최장 시간 까지다 쓸다 있다 점도 결정 한몫 같다 착용 시 귀 빈틈없이 잘 맞다 착용감 좋다 남자 친구 너무 좋다 하다 선물 하다 잘 하다 생각 들다 사진 같이 첨부 올리다 장점 간단 요약 블랙 유광 디자인 고급 노이즈 캔 슬링 주변 소음 차단 블루 투스 최장 시간 사용 가능 코 탑재 음질 구현 가능 모드 가능 사용 느끼다 점 정도 같다 ㅎㅎ 아직 단점 찾다 못하다 아주 만족 사용 별 드리다 가성 비다 구매 의사 대형마 트다 가다 생각 가격 비싸다 원하다 제품 찾다 힘들다 이 정도 가격 가성 비도 적당 하다 같다 다시 구매 되다 재 구매 의사 별 드리다 구매 결정 도움 되다 아래 도움 되다 한번 누르다 감사,1
39896,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",사용 편리 좋다 블루 투스 이어폰 기존 사용 고장 나서운 음악 못 듣다 쿠 팡 체험단 기회 오다 선택 색상 블랙 깔끔 남녀 호불호 없이 디자인 색상 무난 제품 걷기 운동 하다 음악 들다 음질 좋다 발걸음 가볍다 네 전원 켜다 터치 버튼 간 길다 누다 룸 전원 끄다 터치 버튼 간 길다 누다 룸 재생 일시 정지 터치 버튼 짧다 누다 룸 변소 감지 터치 버튼 간 길다 누다 전곡 이동 버튼 짧다 누다 룸 곡 이동 버튼 짧다 누다 룸 음량 감소 버튼 짧다 누다 음량 증가 버튼 짧다 누다 룸 활성화 터치 버튼 회 짧다 누다 모드 터치 버튼 짧다 누르다 자세 설명 주의 사항 나오다 있다 크다 어려움 없이 사용 있다 요다 터치 민감 손 익숙 지면 초보자 쉽다 이용 편리 무게감 가볍다 쓰기 편하다 고 최첨단 블루 투스 한번 충전 최 대다 시간 사용 있다 편리 좋다 통화 하다 상대방 목소리 선명 들리다 아주 만족 쿠 팡 체험단 이벤트 상품 무료 제공 받다 작성 하다 구매 후기,0
39897,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",무선 블루 투스 이어폰 찾다 펜톤 가져가다 전기 자전거 자주 탑 그때 음악 틀다 다니다 그래서 무선 이어폰 관심 많다 요 그래 중소기업 제품 폰 때 서비스 무선 이어폰 가지다 근 전부 가족 지인 나누다 유선 돌아가다 이유 전기 자전거 타다 보도 블럭 자갈 포장길 어쩌다 없이 지나다 되다 그때 가끔 이어폰 귀 추락 성인 남성인 불구 귓구멍 귀 가 작다 편 그렇다 모르다 그래서 아주 유선 돌아가다 펜톤 만나다 라이딩 생활 더욱더 만족 되다 라이딩 하다 떨다 군적 없다 시험 삼다 머리 암만 흔들다 귀 빼다 낼 때 착 감기다 제품 깊이 꽉 잡다 빼다 야 되다 불의 흔들거리다 덜컹거리다 절대 귀 알다 빠지다 그리고 제품 배송 받다 때 감동 대박 사진 보이다 박스 비닐 코팅 상태 와 진짜 고가 핸드폰 포장 상태 이상 와 펜톤 회사 제품 진짜 신경 쓰다 하다 사실 음질 제품 성능 잘 모르다 대개 무선 블루 투스 제품 그렇다 조작법 비슷 귀 알다 빠지다 고 자다 들리다 이쁘다 되다 방수 가끔 소나기 내리다 흠뻑 젖다 때 있다 펜톤 물다 담그다 헹구다 멀쩡 고요 하지만 펜톤 제품 이쁘다 검정 광택 크 취향 눈 디게 이쁘다 ㅋ 오히려 흰색 에어 너무 흔하다 싫다 ㅋ 그리고 최대 장점 저렴 한가 격 대박 애플 제품 이것저것 쓰다 진짜 대박 인가 격 성능 디자인 기웃기웃 무선 이어폰 찾다 펜톤 선택 초반 같다 절대 안사 ㅋ 유 펜톤 무섭다 이어폰 나다 돈 살다 타제 품다 비교 영상 많다 한번 찾다 보다 선택 도움 되다 무선 이어폰 강추 지인 주변인 자랑 소문내다 ㅋ 가격 착용감 디자인 성능 가격 만족 사진 보이다 시피 착용 라이딩 땀 많이 물 깨끗이 헹구다 항상 물티슈 찝찝 하다 물 헹구다 와중 작동 되다 박 쿠 팡 체험단 이벤트 상품 무료 제공 받다 작성 하다 구매 후기,1
39898,"펜톤 TSX 다이아팟 블루투스 5.3 이어폰 커널형 버즈, TSX Diapot, 블랙",중학생 아이 사용 적당 하다 이어폰 찾다 아이 음악 때 음질 나쁘다 영어 듣기 평가 등 하다 때 없이 깨끗 잘 들리다 원하다 가격 합리적 가성 비다 훌륭 이어폰 찾다 디자인 심플 하다 좋다 무광 케이스 블랙 더욱 돋보이다 귓구멍 작다 아이라 알다 맞다 어쩌다 하다 다행히 귀 잘 맞다 충전 이어폰 꺼내다 전원 켜지다 다시 넣다 전원 꺼지다 사용 매우 간편 완충 최장 시간 사용 가능 하루 충전 종일 사용 충분 방수 기능 있다 요새 비 억수 쏟아지다 때 가방 주머니 넣다 젖다 걱정 없다 요새 아이 스마트폰 무선 이어폰 필수 취미 음악 듣다 스트레스 해소 하다 듣기 평가 영어 단어 발음 듣기 웬만 공부 교재 다 폰 음성 들어가다 공부 하다 그런데 워낙 잘 잃어버리다 하다 가성 매우 필요 큰맘 먹다 사 줄다 잃어버리다 애한 테 암말 못하다 부들부들 눈물 이 정도 더 나위 없이 훌륭 선택 이제 사용 일차 내구 좀 더 지켜보다 현재 고장 없이 잘 사용 사용 아이 만족도 크다 쿠 팡 체험단 이벤트 상품 무료 제공 받다 작성 하다 구매 후기,1
